"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",347.658,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",445.198,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",448.818,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",84.594,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",78.432,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",524.071,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",524.827,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",288.09,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",292.643,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",1694.857,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",1692.378,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",565.068,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",554.281,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",977.167,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",983.835,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",163.795,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",149.79,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",1032.161,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",1041.548,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",505.538,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",512.291,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",3243.729,,
"ITE1","Toscana","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",3241.746,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",43.207,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",41.42,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",112.812,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",110.017,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",23.322,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",23.412,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",133.239,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",137.042,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",52.54,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",53.696,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",365.121,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",365.586,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",80.509,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",78.746,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",95.237,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",95.53,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",16.827,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",16.731,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",133.335,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",131.21,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",74.816,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",77.8,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",400.724,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",400.017,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",123.716,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",120.165,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",208.049,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",205.546,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",40.15,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",40.143,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",266.575,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",268.252,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",127.356,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",131.496,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",765.845,,
"ITE2","Umbria","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",765.602,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",86.868,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",84.803,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",217.789,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",215.267,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",37.858,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",36.866,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",203.486,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",210.418,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",90.993,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",88.807,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",636.994,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",636.161,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",144.464,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",145.433,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",178.736,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",176.557,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",31.318,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",31.216,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",209.908,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",206.26,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",121.757,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",124.405,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",686.182,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",683.872,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",231.332,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",230.236,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",396.525,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",391.824,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",69.176,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",68.082,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",413.393,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",416.678,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",212.749,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",213.212,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",1323.176,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",1320.033,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",219.108,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",214.282,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",751.155,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",751.515,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",67.537,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",69.592,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",916.678,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",907.885,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",460.205,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",469.222,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",2414.684,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",2412.495,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",377.172,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",379.066,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",684.59,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",680.725,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",64.457,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",59.252,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",934.456,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",926.624,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",577.002,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",590.449,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",2637.677,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",2636.116,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",596.28,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",593.348,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",1435.745,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",1432.24,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",131.994,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",128.844,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",1851.134,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",1834.509,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",1037.207,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",1059.671,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",5052.361,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",5048.611,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",75.042,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",76.059,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",171.87,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",167.653,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",26.079,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",22.017,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",204.545,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",205.595,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",74.358,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",79.321,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",551.894,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",550.645,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",121.926,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",120.259,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",144.939,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",148.093,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",16.037,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",14.017,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",206.902,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",202.417,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",100.133,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",103.253,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",589.936,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",588.038,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",196.968,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",196.318,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",316.809,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",315.746,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",42.116,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",36.034,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",411.447,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",408.012,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",174.491,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",182.574,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",1141.83,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",1138.684,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",19.88,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",19.521,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",42.047,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",41.713,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",3.476,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",4.371,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",47.44,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",47.356,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",17.202,,
